"ASIANPAINT","BAJAJ-AUTO","BAJAJFINSV","ADANIPORTS","AXISBANK","BAJFINANCE","BHARTIARTL","BPCL","BRITANNIA","CIPLA","COALINDIA","DRREDDY","EICHERMOT","GAIL","GRASIM","HCLTECH","HDFC","HDFCBANK","HEROMOTOCO","HINDALCO","HINDUNILVR","ICICIBANK","INDUSINDBK","INFY","IOC","ITC","JSWSTEEL","KOTAKBANK","LT","M&M","MARUTI","NESTLEIND","NTPC","ONGC","POWERGRID","RELIANCE","SBIN","SHREECEM","SUNPHARMA","TATAMOTORS","TATASTEEL","TCS","TECHM","TITAN","ULTRACEMCO","UPL","VEDL","WIPRO","ZEEL"
1743.35,3048.95,6177.6,312.5,425.85,3218.3,552.7,419.1,3805.95,685.95,128.6,4516.6,21201.35,96.6,602.95,695.45,1810.65,1050.65,2703.95,162,2195.6,344.95,519.85,961.45,88.55,193.35,214.35,1385,908.25,598.35,6265.4,16524,86.6,77.7,176.85,2108.85,186.55,21395.1,509.95,103.65,366.6,2279.5,674.75,1041.85,4155.55,464.6,110.9,284.1,140.2
1715.5,3004.95,6205.9,315.2,431.65,3251.3,554.85,413.8,3823.6,720.15,129.25,4521.05,20638.7,96.65,633.05,705.2,1781.95,1032.8,2676.5,163.1,2209.9,346.8,523.75,966,88.45,194.15,220.25,1365.75,913.45,606.45,6262.75,16522.2,87,78.3,178.3,2067.1,191.45,21711.15,531.7,104.65,366.3,2281.4,681.65,1043.25,4117.3,478.15,113.8,280.95,138.75
1705.5,2917.45,6103.15,311.35,417.35,3174.5,547.35,417.8,3776.2,710.4,128.4,4527.45,20782.15,94.1,633.5,705.95,1739.8,1002,2631.3,161.35,2204.5,343.25,503.05,956.9,86.2,192.6,220.55,1308.55,915.9,597.15,6165.2,16524.8,85.6,75.9,178.55,2009,192.25,21747.25,519.4,113.05,373.5,2254.15,673.6,1077.35,4045.55,452.15,115.3,281.55,134.95
1713.95,2969.95,6162,314.95,429.15,3235.6,549,408.55,3817.6,713.85,128.75,4634.85,21015.65,93.15,624.65,692.65,1781.1,1041.65,2706.1,162.35,2197.8,351,492.6,949.85,86.95,193.65,228.1,1323.95,924.25,602.6,6358.95,16580,85.6,76.1,178.25,2150.6,191.6,21593.75,528.95,111.45,372.25,2249.7,652.65,1075.2,4004.3,461.7,119.05,281.05,143.35
1716.3,3009,6242.05,327.1,434.95,3262.15,558.95,410.45,3849.95,722.15,128.45,4600.95,21958.75,93.3,633.45,688.4,1776.7,1027.55,2695.75,175.75,2194.55,352.2,492.75,944.7,86.6,192.8,235.15,1334.2,925.75,614.25,6526.25,16503.35,85.9,76.95,175.95,2126.45,191.45,22103.9,528.85,115.4,395.8,2259.5,648.55,1105.45,4041.05,453.6,121.95,278.2,145.55
1727.55,2991.8,6295.7,323.8,433,3345.2,555.3,409.55,3857.65,731.1,128.85,4583.05,21681.3,95.65,634.2,704.9,1783.75,1040.7,2704.45,178,2220.45,358.75,494.9,970.85,87.2,195.35,239.5,1340.1,922.15,609.65,6555.75,16677.15,86.15,78.05,175.9,2134.1,190.95,21722.85,532.25,116.8,400.45,2308.1,660.35,1120.15,4028.35,463.9,122.75,279.65,148.75
1806.25,3001.7,6467.15,326.65,433.3,3464.3,560.8,419.75,3934.8,728.65,129.75,4573.5,21807.35,96.9,636.55,690.3,1777.7,1043.85,2706.2,177.6,2210.55,357.95,509,950.9,86.4,196.05,240.2,1342.5,915.65,600.45,6679,16788.6,85.8,78.65,175.95,2146.45,190.65,21910.1,525.95,119.1,404.05,2295.35,662.45,1091.05,4004.25,480.3,122.8,277.4,150.1
1782.35,2993.8,6402.8,331.3,431.1,3442.95,558.85,415.15,3942.8,795.6,129.25,4690.9,21353.1,97.05,634.05,692.05,1798.95,1050.65,2702.15,178.6,2206.75,363.55,509.35,951.35,87.1,198.85,245.2,1360.2,960.05,628.9,6608.9,16665.75,88.2,79.05,177.25,2119.85,193.8,22396.4,543.85,123.85,410.2,2282.8,681.85,1107.55,3968.35,494.3,125.2,277.4,151.2
1789.55,3007.45,6440.35,335,448,3457.4,551.1,429.25,3879.55,778,130.1,4595.9,21442.65,97.3,624.25,683.8,1826.75,1066.65,2712.85,178.95,2210.65,367.35,522,948.45,87.05,203.05,253.75,1364.6,961.9,629.55,6649.2,16622.8,88.25,78.45,176.85,2133.8,195.05,21551.6,541.05,122.3,416.45,2279.9,674.8,1066.25,3968.75,481.9,125.6,279.65,159.75
1797.25,3023,6357.2,341.2,451.1,3418.25,547.7,421.8,3809.75,762.1,128.7,4518.15,22116.65,98.05,626.15,717.1,1814.2,1063.7,2774,175.8,2195.1,366.85,520.65,954.95,85.85,204.2,256.8,1335.1,949.75,634.95,6730.3,16540.85,88.7,78.1,178.05,2127.6,203.3,21378.9,532.15,125.35,414.5,2257.35,692.05,1056.35,3999.65,487.15,123.4,276.2,161.25
1802.55,3017.95,6350,347.65,448.1,3419.65,535.35,421.15,3808.25,760.25,128.95,4502.25,21672.95,97.4,631.85,724.6,1804.85,1059.05,2809.65,183.55,2198.65,368.05,518.75,951.2,86.85,201.45,258.6,1336.25,990.7,631.45,6731.65,16474.2,87.25,78.6,178.75,2122.05,201.9,21237,520.8,131.15,413.1,2254.45,697.05,1097.65,4047.3,489.15,124.45,277,162.3
1802.55,2987.55,6246.7,348.1,435.85,3331.1,528.6,413.25,3801.35,771.8,131.85,4519.4,20144.15,95.95,628.95,709.1,1791.7,1034.45,2803.8,184.95,2173.9,361.4,507.2,953.6,84.8,196.4,265.35,1307.45,982.8,614.45,6588.2,16354.7,88.4,77.1,175.4,2113.8,196.5,21458.25,531.35,124.6,418.5,2242.15,695.9,1104.15,4010.1,485.65,122.65,276.5,161.2
1836.7,3115.6,6269.1,357.45,438.15,3384.8,521.4,407.9,3868.65,771.65,136,4519.15,21134.7,97.65,625.35,718.85,1800.55,1032.75,2927.2,192.55,2196.05,360.2,513.15,957.5,87.55,198.75,269.6,1327.55,1000.8,623.6,6768.4,16422.9,95.3,79.3,178.65,2091.35,193.1,21512.75,528.35,123.55,425.05,2253.4,721.05,1123.85,4035.6,492.35,127.95,281.95,170.1
1874.1,3104.8,6343.05,357.45,445.8,3419.9,526.3,402.3,3914.3,764.85,136.65,4520.4,21404.7,96.95,667.1,714.45,1820.7,1056.5,2924.15,196,2214.35,369.55,521.6,967.55,87,198.55,277.15,1369.35,1004.55,622.65,6893.1,16554.6,95.05,80.65,177.75,2118.55,195.1,21914.3,526,125.6,434.5,2269.75,713.05,1145.55,4168.95,500.15,126.8,282.7,173.95
1885.7,3059.8,6299.05,356.65,444.2,3409.95,535.85,403.7,3875.4,758.35,135.1,4489.25,21261.35,101.45,664.85,709.85,1827.95,1066.6,2933.05,196.8,2193.6,374.45,522.15,959.3,88,198.45,278.55,1355.6,1009.1,623.9,6990.3,16345.75,94.65,79.55,177.35,2131.55,197.05,22081.3,525.4,125.15,431.7,2256.6,726.7,1148.4,4199.85,499.4,129.05,279.75,196.8
1874.9,3036.95,6289.45,353.6,434.95,3393.8,525.55,412.45,3868.1,762.7,138.5,4476,21371.35,101.5,665.6,710.1,1785.15,1059,2956.05,199,2185.7,367.75,513.4,955.15,89.05,195.8,282.65,1338.35,995.75,612.05,6974.7,16211.95,101.1,82.15,181.2,2097.05,194.75,22080.2,522.3,121.7,432.6,2252.85,726.4,1125.7,4144.25,491.9,128.95,274.2,199.45
1958,3053.15,6282.4,354.35,440.45,3389.3,520.25,410.1,3882.75,760.75,139.5,4489.75,21702.4,101.75,677.35,705.9,1804.05,1085.65,3033.45,196.25,2202.05,371.15,513.55,948.8,88.85,196.8,281.9,1339.4,994.15,609.8,6973,16561.95,105.95,81.05,189.1,2081.85,198.4,22317.75,532.35,120.9,428.85,2248.6,732.6,1138.1,4187.8,493.4,130.7,273.35,192.05
1962.15,3039.35,6400.45,349,445.8,3492.05,526.9,409.75,3908.35,751.75,139.8,4472.55,2176.45,101.6,671.55,705.7,1829.85,1117.05,3015.05,193.3,2194.4,380.35,529.15,947.4,88.35,196.7,285.75,1387.25,991.35,601.95,7082.5,16478.8,105.4,81.25,185.25,2095.75,201.45,22210.75,533.45,121.2,429.5,2248.1,722.5,1126.65,4189.6,497.4,128.8,272.7,201.6
2000.6,3009.4,6502.6,346.1,451.8,3642.9,528.65,412.9,3896.85,747.75,140.45,4427.7,2217.25,99.7,673.75,701.6,1829.6,1119.7,2969.75,191.3,2179.1,386.35,536.5,938.1,88.3,195.4,284.9,1400.1,980.4,609.35,7109.95,16288.2,103.8,80.5,184.75,2082.1,207.95,21810.75,525.1,127.1,424,2242.65,738.6,1136.5,4172.35,492.1,130.05,269.95,199.95
1971.4,3082.2,6564.4,354.25,463.35,3645.55,514.5,410.1,3829.25,748,141.95,4434.75,2248.85,99.85,667.2,712.8,1816,1118.45,3160.75,193.5,2182.8,389.35,567.65,950.8,87.9,194.95,286.2,1436.7,968.95,613.35,7008.65,16190.05,102.8,81.4,185.35,2137.3,209.85,21710.65,525.15,137.9,425,2253.5,732.85,1134.2,4079.65,493.55,128.95,272.05,211.5
1982.5,3043,6530.75,350.55,473.05,3632.5,511.15,412.95,3816.6,756.2,140.55,4437,2236.35,99.2,685.05,710.15,1864.1,1112.1,3141.75,194.9,2171.25,392.2,605.85,947.05,87.2,194.25,289.3,1420,975.6,636.75,7098,16113.7,102.6,80.15,185.2,2110.6,215.65,21528,532.25,144.25,426.85,2248.4,735.6,1137.65,4047.15,496.75,127.85,272.35,209.55
1958.1,3014.15,6545.55,360.05,509.2,3670.8,523.45,415.05,3793.85,748.6,139.05,4374.3,2213.6,99.1,701.15,706.45,1883.25,1114.5,3059.3,193.8,2151.95,409.7,665.65,935.25,87.8,195.55,280.7,1467.1,981.85,631.4,7104.1,16101.25,101.55,80.35,182.3,2116.15,224.85,21329.55,555.75,142.8,424.2,2238.55,752.35,1134.1,4062.55,519.25,128.85,272.05,213.85
1899.1,2967,6190.35,355.75,496.75,3487.8,513.1,407.8,3726.05,713.55,134.35,4264.7,2092,95.65,674.85,694.4,1832.6,1115.85,3006.05,185.25,2117.35,394.6,630.2,928.6,85.8,191.1,269.8,1401.35,944.95,606.9,6839.95,15949.55,96.4,81.95,178.95,2080.7,212,20283,520.25,143.2,413,2257.25,741,1100.5,3903.85,505.95,128.65,271.3,203.55
1979.3,2958.4,6359.6,348.8,485.7,3643.85,546.25,407.25,3771,736.55,133.45,4351.95,2131.1,96.4,684.55,689.6,1851.2,1127.3,2995.6,194.05,2161.65,390.95,627.45,914.15,84.65,190.2,286.8,1430.65,955.2,607.55,6905.65,16196.9,99.8,79.35,180.4,2087.25,218.1,20466.6,521.45,143.8,428.65,2246.35,727.85,1120.05,3912.65,505.05,132,271.6,201.8
1943.95,2880.55,6365.05,359.9,484.4,3668.65,550.55,413.95,3799.2,738.25,136.3,4352.75,2169.85,97.3,678.45,701.95,1827.2,1134.15,2943.55,196.2,2141.65,392.4,640.55,924,85.3,191.35,293,1423.5,955.55,642.75,6920.75,15992.55,98.95,80.3,181.2,2128.2,216.25,20563.6,514.5,150.3,438.65,2265.15,735.2,1121.3,3941.7,500.85,131.1,273.7,218.15
1978,2896.4,6355.55,366,474.95,3619.7,538,413.4,3746.85,738.6,135.7,4433.15,2231.15,98.1,724.75,706.75,1808.75,1130.9,2941.4,192,2139.15,382.75,631.85,935.55,85.1,191.6,293.4,1396.7,961.15,644.65,7072.6,16393.75,97.7,79.05,178.5,2112.1,213.15,20429,523.45,151.85,438.1,2299.5,759.55,1185.3,3949,521.85,128.5,282.85,220.25
1956.35,2883.2,6277.2,353,455.2,3596.8,523.15,403.35,3705.85,724.6,132.45,4322.5,2180.85,98.05,706.5,700.8,1769.7,1119.3,2915.2,188.3,2124.65,372.55,616.15,919.15,83.9,186.7,282.35,1380.05,942.5,632,7190.1,16232.6,94.7,77.9,175.05,2077.25,206.6,20025.3,512.45,147.8,421.3,2288.8,748.2,1159.25,3916.1,508.45,125.95,276,220.4
1982.1,2898.2,6263.65,352.05,458.7,3505.15,515.45,400.2,3724.05,716.75,131.95,4419.85,2192.9,95.75,700.15,708.8,1791.1,1110.5,2860.15,187.5,2162.6,373.4,608.7,925.05,83.8,189.1,286.5,1368.75,932.15,610.45,7209.15,16403.5,92.4,76.45,176.15,2082.65,207.9,19782.95,513.25,149.4,422.5,2327.05,747.1,1167.7,3848.65,494.45,127.9,278.75,223.95
1960.35,2901.75,6234.25,345.6,444.35,3500,498.1,412.1,3731.6,708.2,129.95,4348.8,2161.5,94.55,677.1,725.9,1777.3,1112.45,2863.2,180.25,2142.25,375.7,600.4,939.3,82.75,188.15,281.15,1350.7,916.7,608.6,7224,16126.5,90.65,74.45,174.9,2107.1,204.05,19355.85,501.9,142.3,405.1,2348.2,752.25,1162.55,3823.75,487,125.55,282.55,213.75
1979.05,2910.15,6026.8,343.85,431.25,3422.85,504.25,405.95,3738.3,727.55,126.95,4429.45,2176.95,91.05,687.1,721.95,1760.75,1096.5,2904,182.8,2132.25,367.6,604.6,927.75,80.55,183.8,286.85,1326.15,909.5,613.9,7215.25,16312.5,90.4,72.7,175.25,2161.35,194.85,19401.5,509.3,140.1,417.4,2327.65,753.35,1161.1,3835.6,494.55,127.95,282.85,221.55
2056.55,2914.7,6129.25,341.6,446.85,3498.7,497.35,430.3,3719.25,726.8,126.65,4380.15,2175.6,90.8,713.3,722.4,1777.45,1090.55,2948.75,176.65,2133.9,370.7,620.45,940.05,83.55,184.9,285.35,1319.5,920.95,615.45,7231.65,16420.7,90.55,73.65,177.6,2314,198.15,19643.35,507.95,143.3,408,2331.15,750,1155.25,3915.5,491,130.45,284.55,223.15
2035.95,2916.35,6128.4,342.5,447.2,3544.4,491.65,428.75,3772.25,725.95,125.1,4401.6,2160.3,90.75,720.95,721.65,1768.15,1078.65,2992.25,178.65,2159.25,370.5,610.35,945.7,83.1,183.95,287.8,1330.35,917.4,614.25,7193.6,16325.35,90.1,73.3,175.15,2319.75,202.7,19502.5,505.55,144.3,407.5,2374.1,765.15,1167.75,3904.1,499,131.9,293.3,218.1
2031.2,2957.7,6112.15,351.65,440.55,3440.7,474.1,417.15,3719.5,721.6,124.95,4364.1,2159.4,91.95,707,794.95,1738,1057.95,3028.5,175.8,2123.5,363.7,609.35,978.4,82.7,183.35,289.85,1304.7,902.1,615.3,7128.85,16083.3,90.85,73.65,171.5,2302.55,198.5,19789.5,495.8,148.55,404.65,2491.4,790.75,1188,3914.1,515.9,129.65,307.2,216.2
2017.55,2937.35,6115.55,352.65,449.55,3513.4,485.55,414.4,3734.1,742.45,124.1,4442.35,2140.6,92.1,720.4,792.7,1758.75,1070.5,3037.15,176.75,2124.45,371.55,633.4,982.45,82.25,181.8,289.6,1323.95,909.95,613.45,7052.8,16040.95,91.1,73.8,173.3,2318.85,200.15,20065.25,506.4,148.4,405.25,2491.4,791.15,1174.55,3931.45,529.7,131.55,307.35,217.45
2012.1,3037.95,6145.95,353.55,446,3521.5,481.75,413.05,3844.5,752.6,123.85,4627.9,2163.75,91.85,720.4,789.25,1768.15,1093.65,3056.2,183.8,2143.5,374.7,621.65,1001.75,82.7,180.65,288.65,1325.4,921.8,639.45,7057.95,16197.8,89.65,73.05,171.95,2324.55,198.2,20387.85,518.5,151.45,404.6,2503,792,1181.7,3974.9,528.5,134.3,312.15,215.85
2007.95,3019.2,6007,346.1,442.9,3471.95,479,415.6,3815.65,751.5,124.3,4827.25,2145.45,90.75,724.7,808.3,1744.35,1083.6,3061,175.85,2128.2,369,617.35,1011,81.8,178.6,286.85,1305.1,906.3,636.8,7085.85,16121.35,88.65,73.15,168.3,2298.75,195.45,19888.4,512,147.65,398.7,2460.95,786.95,1182.4,3968.95,530.55,134.3,311.7,221.1
2028.4,3050.95,5888.45,357.85,443.35,3474.8,494.55,412.05,3797.5,806.25,123.65,5333.35,2152.95,92.1,745,810.6,1724,1057.3,3112.65,179.5,2098.7,369.55,613.2,1002.15,80.7,179.1,287.7,1277.1,900.7,654.15,6964.75,16087.05,90.55,74.3,171.9,2305.7,192.6,19520.95,523.35,147.9,395.5,2449.9,804.65,1163.6,4002.6,537.3,130.95,316.5,220.3
1972.55,2986.7,5712.25,347.85,423.35,3330.15,467.75,401.45,3629.3,768.1,121.65,5142,2102.95,88.2,716.85,802.6,1708.15,1049.3,3055.35,167.15,2037.8,350.7,560.6,1009.9,77.7,175.75,271.3,1287.85,881.85,622.45,6626.95,15430.75,88.3,71.15,170.5,2255.85,185.8,18903.7,503.65,137.45,373.4,2465.3,787.25,1119.9,3878.9,532.2,128.95,311.9,210.7
1937.5,2985.85,5682.3,332.3,412,3303,470.95,392.15,3588,777.65,119.55,5167.95,2064.35,84.15,729.1,821,1674.85,1035.4,3000.15,163.45,2026.8,354.4,544,1007.5,76.15,174.2,271.9,1270.55,856.5,615.8,6440.55,15199.25,87.7,69.5,168.8,2211.15,186.2,18982.45,508.85,133.1,374.15,2522.95,800.45,1104.45,3883.15,529.15,127.15,312.25,197.1
1946.55,2986.2,5646.65,324.6,419.75,3243.85,433.8,387.65,3624.9,767.4,121.05,5107.75,2076.8,85.7,718.4,814.1,1667.1,1047.25,2956.75,165.45,2052.55,351.85,528.05,1019.75,75.95,172.5,268.2,1275.4,860.6,612.6,6501.3,15366.05,85.1,67.65,163.9,2230.8,183.8,18951.85,502.9,131.4,361.3,2467.45,793.05,1117.2,3869.15,532.4,130,314.85,191.8
1918.35,2931.85,5425.7,313.75,402.45,3028.9,419.3,377.25,3612.75,733.45,115.7,5027.4,2034.45,83,679.7,788.3,1636.85,1030.4,2918.3,159.1,2060.9,335.7,490.25,975.4,72,166.55,258.55,1246.1,850.7,575.1,6297.7,15258.85,82.65,66.65,159.35,2181.2,176.35,18341.95,485.8,122.8,343.9,2332.25,751.85,1096.15,3777.8,505.15,131.75,304.7,190.35
1925.6,2957.4,5803.3,326.15,415.05,3138.95,439.65,375.75,3686.4,770.1,117.1,5112.2,2117.5,85.2,708.15,827.7,1652,1044,3002,162.05,2079.05,348.65,514.85,1011.45,74.1,170.75,268.35,1253.05,889.25,592.3,6497.7,15736.8,84.8,68.9,160.75,2201.7,182.2,19008.45,489.65,127.25,352.1,2422.3,772.35,1109.35,3858.5,504.65,137.05,313.9,198.2
1945.6,2966.35,5985.95,339.55,439.25,3335.15,443.65,385.15,3737.35,774.8,120,5129.85,2180.95,88.2,734.2,835.25,1681.45,1054.2,3088.9,167.7,2063.3,363,555.1,1010.4,75.65,173.3,277,1278.7,902.85,615.25,6703,15719.8,87.5,71.85,168.15,2216.25,187.25,19533.15,510.1,132.85,361,2426.3,779.4,1138.75,3922,509.8,139.1,311.55,208.75
1959.95,2897.5,5876.7,341,426.85,3294.75,435.6,386.55,3736.85,762.35,117.65,5084.2,2198.5,87.5,721.45,812.75,1713.1,1062.55,3174.95,176.4,2033.2,357.05,536.25,1009,74.85,169.4,284.1,1263.25,895.45,613.2,6742.75,15620.85,85.15,69.15,163.3,2245.05,185.05,19834.65,506.15,131.7,370.05,2488.4,768.15,1167.3,4062.1,493.1,139.95,311.5,207.8
1986.4,2881.1,5852.35,341.75,424.65,3278.6,420.95,353.05,3798.15,774.7,116,5187.8,2202.8,86.8,744.2,811.6,1740.05,1078.6,3147.3,175.25,2068.25,354.75,527.4,1008.25,73.9,171.7,277.75,1268.2,901.6,607.9,6743.45,15918.65,85.1,69.25,162.45,2234.35,185.4,20256.95,500.45,133.3,359.75,2492.3,791.75,1201.35,4049.55,502.9,136.9,313.55,208.9
2040.45,2985.4,6053.6,353.3,443.7,3442.8,432.35,353.3,3808.6,773,117.25,5112.05,2197.65,88.4,754.55,812.95,1790.65,1106.95,3151.45,174.1,2095,369.2,592.2,1017.65,74.1,170.85,282.05,1305.05,902.8,610.15,6796.3,16000.5,84.9,69.15,164.6,2225.25,190.3,20611,506.9,133.5,364.95,2523.45,822.5,1198.65,4097.75,505.65,137.45,313.05,214
2028,2952.3,5881.15,350.35,444.15,3382.9,424.45,354.15,3830.45,778.65,118.4,5159.5,2210.15,87,750.15,824.2,1785.1,1114.35,3129.2,179.05,2111.05,373.1,601.55,1048.7,75.55,169.25,290.1,1314.6,896.95,607,6818.85,16033.15,84.45,69.2,162.85,2212.2,188.75,20131.8,523.1,133.9,382.3,2705.8,841.25,1194.35,4047.15,507.1,137.8,333.95,208.2
2090,2972.25,5995.4,362.9,449.65,3474.3,426.75,352.05,3765.85,780.35,116.8,5136.5,2197.6,87.75,757.7,829.15,1934.4,1144.1,3136.35,176.9,2115.9,380.6,622.8,1055.75,75.35,169.9,291.35,1338.25,892.6,627.4,6892.4,15876.85,84.15,69.35,163.2,2210.35,191.6,20296.95,521.05,144.75,377.4,2714.3,847.4,1199.95,4136.1,509.55,137.9,330.05,216.9
2105,3077.4,5905.25,360.65,453.1,3331.15,422.45,342.25,3785.95,773.6,114.45,5104.95,2238,86.7,759.65,828.05,1948.75,1162.25,3233.65,172.85,2139.35,382.65,619.1,1066.55,75.2,169.5,291.45,1324.7,887.9,631.6,7046.9,16114.4,82.8,70.5,159.6,2257.5,190.7,20712.5,511.75,141,371.1,2735.95,846.35,1254,4213.35,510.85,123.35,335.3,205.95
2088.65,3074.55,5871.95,359.75,451.9,3326.45,424.45,340.05,3794.7,811.45,113.3,5194.4,2208.8,84.15,770.35,849.55,1949.25,1191.8,3279.15,174.25,2160.8,387.5,617.7,1093.7,75.5,167.15,292.95,1320.1,881.05,634.15,7079.85,16304.6,82.6,68.45,158.3,2239.25,191.5,20735.55,524.1,140.95,373.65,2825.7,860.3,1254.15,4346,509.4,117.9,359.45,205.9
2050.6,3059.8,5915.2,357.2,468.05,3317.9,425.2,345,3745.1,803.15,114.9,5153,2217.95,85.7,745.1,855.75,1957.65,1233.55,3327.4,170,2139.65,401.5,623.05,1106.8,76.5,167.85,292,1319.85,908.45,633.2,7062.4,16034.1,82.9,70.3,158,2233.45,198.3,21198.5,512.9,138.45,369.5,2812.95,854.15,1255.2,4298.35,497.3,121.85,374,200.55
2077.85,3022.75,5912.75,357.65,468,3327.2,415.05,341.6,3731.5,813.65,113.2,5220.5,2181.35,83.85,744.7,865.8,1965.4,1213.65,3284.7,172.15,2138.4,404.05,614.45,1132.1,75.7,172.2,285.15,1312.9,905.75,634.4,7136.65,15902.2,82.75,69.15,159.8,2237.05,198.7,20956.1,513.9,135.9,371.1,2830,856.9,1256.75,4306.3,507.1,96.95,377.5,189.85
2064.65,3034.45,5867.65,349.9,461.35,3272.6,415.3,339.1,3745.65,787.15,113.85,5168.75,2219.55,83.15,749.45,900.4,1943.4,1198.45,3288.05,173.25,2138.2,396.25,608.2,1157.8,76.1,170.15,289.95,1344.95,896.45,627.9,7032.9,15673,82.65,69.1,160.45,2280.7,195.7,21088,503.15,134.1,368.35,2826.55,868.2,1228.85,4382.75,506.5,99.65,375.95,182.45
2071.35,3054.15,6100.05,348.95,471.3,3372.05,413.25,332.9,3789.8,781.5,110.55,5123,2253.9,82.65,763.6,890.45,1979.85,1211.5,3310.8,174.2,2158.15,406.8,622.65,1137,74.65,167.8,290.65,1353.35,915.2,623.85,7002.35,15673.05,79.1,67,157.05,2287.5,200.05,21135.9,502.2,130.7,375.55,2809.6,848.85,1223.45,4442.85,510.9,98.45,350.45,186.2
2090.45,3027.4,5899.05,342.8,462.6,3214.75,399.2,326.65,3731,768.3,110.6,5056.25,2248.6,82.3,750.1,860,1947.2,1169.25,3314.3,173.65,2152.55,391,598,1108.25,74.55,165.05,291.55,1309.55,888.8,617.3,6892.6,15602.75,79,66.05,155.75,2206.5,192.85,20642.25,490.3,126.95,373.9,2740.6,812.4,1213.6,4383.3,506.55,94.95,341.6,179.95
2061.2,3044.75,5952.3,349.95,472.4,3231.35,401.65,339.95,3747.2,782.35,111.35,5080.55,2269.9,84,772.7,827.15,1961.7,1199.35,3346.45,179.8,2150.55,396.1,608.3,1127.5,74.2,165.7,311.05,1336.55,894.1,606.65,6894.9,15430.25,80.3,67.25,158.95,2175.8,195.95,21177.45,486.9,127.75,393.85,2763.3,822.75,1223.15,4482.1,466.95,94.9,339.65,175.7
2070.1,2980,5981.1,347.55,492.95,3267.2,397.7,346.65,3772.45,764,114.7,5058.15,2198.15,87.45,773.15,844.75,2031.5,1203.55,3248.7,182.7,2177.8,417.1,627.1,1125.9,76.8,168.25,313.5,1376.7,902.9,597.45,6851.95,16093.15,81.65,69.3,159.75,2176.2,204,21102.25,483.65,128.25,395.5,2711.55,824.15,1228.8,4514.6,463.45,96.75,343.2,174.2
2118.5,3004.2,5951.85,348.95,493.95,3262.15,405,343.35,3553.15,764.3,113.65,5071.15,2194.45,85.7,777.2,879.65,2015.3,1223.95,3237.6,180.8,2173.1,414.6,625.25,1137.5,75.05,167.45,318.7,1368.8,917.3,602.25,6844.6,16252.55,80.65,67.4,157.2,2155.9,203.05,21184.8,486.35,129.65,392.4,2739,849.85,1233.5,4544.35,455.95,99.25,346.75,183
2114.3,3018,5904.15,355.35,501.45,3232.85,419,349.55,3397.25,767.1,115.1,5046.75,2181.35,87.65,791.75,871.05,2048.75,1246.7,3178.35,185.95,2163.15,420.3,628.1,1148.35,76,167.65,322.95,1393.3,924.45,600.85,6861.85,16030.85,82.3,67.8,163.75,2124.6,203.75,21147.5,490.2,130.25,404.05,2675.4,845.9,1244.7,4629.1,454.2,101.2,343.45,180.55
2099.9,3006.2,5873.4,358.35,510.3,3314.45,430.65,349.35,3458.35,757.5,115.8,5022,2159.45,88.65,791.65,866.25,2042.55,1233.3,3081.5,184.45,2179.35,412.9,608.75,1129.05,77.7,168.55,325.5,1393.05,936.3,604.35,6811.55,15909.45,84.65,68.85,165.1,2106.95,203.3,20991.7,485.55,133.5,409.65,2671.15,837.45,1229.45,4614.55,454.5,104.45,344.45,183.5
2120.25,3082.25,5831.55,364.35,507.2,3316.9,434.4,351.55,3469.75,757.55,117.7,5018.25,2181.9,87.3,785.2,852.45,2059.7,1235.8,3111.05,182.25,2143.85,416.95,608.15,1122.5,78.25,170.75,321.25,1383.05,941.25,625.15,7103.25,15865.45,86.25,69,170.15,2113.05,202.8,20521.15,484.5,137,423.45,2686.8,848.25,1241.7,4504.55,450.95,104.75,342.4,185.85
2080.45,2895.15,5700.95,363.7,493.35,3293.9,434.05,346.1,3485.4,747.15,114.55,4978.1,2108.1,85.5,780,847.8,2073.35,1210.9,2897.95,172.4,2166.75,404.45,616.65,1112.45,78.1,168.55,308.3,1416.9,951.75,597.15,7054.8,16259.35,85.95,68.2,172.05,2029.1,196.7,20424.7,474.5,133.7,408.4,2688.2,819.25,1215.5,4485.4,433.4,103.85,339.8,176.7
2197.8,2947.35,5667.25,364.4,508.1,3453.25,433.35,348.65,3572.25,770.25,113.95,5099.4,2118.25,84.2,779.1,847.25,2041.35,1233.1,2911.95,174.45,2176.7,409.95,614,1090.85,78.1,167.2,308.95,1587.65,981.95,597.15,7158.4,17229.85,89.45,66.85,173.5,2034.5,194.65,21734.35,470.45,135.65,411,2630.15,828.65,1231.8,4566.95,438.55,102.5,334.05,187.65
